6	0.106740423	0.351575931
6	2.920877387	0.336962751
6	4.797658773	0.348137536
6	7.657540665	0.329226361
6	11.87485508	0.278510029
6	17.89148444	0.195988539
6	31.59090672	0.139255014
6	54.46252165	0.107449857
6	76.29946451	0.087679083
6	109.9282639	0.09025788
6	252.6751765	0.068767908
6	363.7965009	0.063610315
6	414.4715535	0.064469914
6	537.7402259	0.061031519
6	628.3550566	0.053295129
6	716.4167027	0.062750716
6	1925.931128	0.043839542
6	2998.016931	0.036962751
6	4432.134837	0.036103152
6	7464.412318	0.035243553
6	22876.98679	0.024928367
6	112083.8833	0.013753582
6	153235.6405	0.012893983
6	193723.2316	0.011174785
6	258015.105	0.009455587
6	317818.1766	0.008595989
